Age,Gender,Academic_Level,Governorate,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Sleep_Deficit,Usage_Age_Ratio,Recovery_Capacity,Psychosocial_Load,Lifestyle_Balance,Wellness_Ratio,Stress_Density
22,Male,Undergraduate,Suez,3.1,Instagram,No,8.3,7,Single,3,5,0.0,0.1409090909090909,58.10000000000001,9.3,2.0243902439024395,14.170731707317076,0.375
19,Female,Graduate,Beheira,5.1,Instagram,Yes,7.3,5,Single,4,8,0.7000000000000002,0.26842105263157895,36.5,20.4,1.1967213114754098,5.983606557377049,0.6666666666666666
18,Female,Undergraduate,Gharbia,3.8,TikTok,No,8.2,7,Single,2,5,0.0,0.2111111111111111,57.39999999999999,7.6,1.7083333333333333,11.958333333333332,0.25
20,Male,Undergraduate,Fayoum,4.8,Facebook,No,6.2,7,In Relationship,2,5,1.7999999999999998,0.24,43.4,9.6,1.0689655172413794,7.482758620689655,0.25
24,Female,Graduate,Luxor,4.8,Facebook,No,7.9,7,Single,3,5,0.09999999999999964,0.19999999999999998,55.300000000000004,14.399999999999999,1.3620689655172415,9.53448275862069,0.375
20,Female,Undergraduate,Qalyubia,5.6,Twitter,Yes,7.1,7,Single,2,7,0.9000000000000004,0.27999999999999997,49.699999999999996,11.2,1.0757575757575757,7.53030303030303,0.25
20,Female,Graduate,Luxor,6.2,WhatsApp,Yes,5.1,5,In Relationship,3,8,2.9000000000000004,0.31,25.5,18.6,0.7083333333333333,3.5416666666666665,0.5
19,Female,Undergraduate,Minya,6.8,TikTok,Yes,5.9,5,Single,4,8,2.0999999999999996,0.35789473684210527,29.5,27.2,0.7564102564102565,3.782051282051282,0.6666666666666666
22,Female,Graduate,Aswan,7.1,Instagram,Yes,5.0,5,Single,4,7,3.0,0.3227272727272727,25.0,28.4,0.617283950617284,3.0864197530864197,0.6666666666666666
20,Female,Graduate,Ismailia,4.8,Instagram,No,7.6,8,Complicated,3,5,0.40000000000000036,0.24,60.8,14.399999999999999,1.3103448275862069,10.482758620689655,0.3333333333333333
19,Female,Undergraduate,Qalyubia,5.3,TikTok,Yes,6.6,6,Complicated,3,7,1.4000000000000004,0.2789473684210526,39.599999999999994,15.899999999999999,1.0476190476190477,6.285714285714285,0.42857142857142855
22,Female,Undergraduate,Ismailia,4.2,YouTube,No,8.2,8,In Relationship,2,4,0.0,0.19090909090909092,65.6,8.4,1.5769230769230766,12.615384615384613,0.2222222222222222
21,Male,High School,Alexandria,3.4,Facebook,No,7.2,7,Single,2,5,0.7999999999999998,0.1619047619047619,50.4,6.8,1.6363636363636362,11.454545454545453,0.25
21,Female,Graduate,Dakahlia,5.1,Instagram,Yes,5.7,7,Single,2,7,2.3,0.24285714285714283,39.9,10.2,0.9344262295081968,6.540983606557377,0.25
21,Female,Undergraduate,Sharqia,4.3,WhatsApp,Yes,8.8,7,In Relationship,3,7,0.0,0.20476190476190476,61.60000000000001,12.899999999999999,1.6603773584905663,11.622641509433965,0.375
21,Female,Graduate,Cairo,3.5,TikTok,No,8.3,7,Single,2,5,0.0,0.16666666666666666,58.10000000000001,7.0,1.8444444444444446,12.911111111111113,0.25
21,Female,Undergraduate,Beheira,6.1,Instagram,Yes,4.8,5,Single,4,8,3.2,0.29047619047619044,24.0,24.4,0.676056338028169,3.3802816901408455,0.6666666666666666
19,Female,Graduate,Qalyubia,4.7,LinkedIn,Yes,5.2,5,Single,4,8,2.8,0.2473684210526316,26.0,18.8,0.9122807017543859,4.56140350877193,0.6666666666666666
22,Male,Undergraduate,Sohag,6.2,TikTok,Yes,5.3,5,In Relationship,4,9,2.7,0.2818181818181818,26.5,24.8,0.736111111111111,3.6805555555555554,0.6666666666666666
22,Male,Graduate,Aswan,5.8,TikTok,Yes,6.4,6,Complicated,3,7,1.5999999999999996,0.2636363636363636,38.400000000000006,17.4,0.9411764705882354,5.647058823529413,0.42857142857142855
19,Female,Graduate,Sharqia,6.4,Instagram,Yes,5.1,5,Single,4,8,2.9000000000000004,0.3368421052631579,25.5,25.6,0.6891891891891891,3.4459459459459456,0.6666666666666666
22,Male,Undergraduate,Dakahlia,3.5,Instagram,No,6.6,8,In Relationship,1,4,1.4000000000000004,0.1590909090909091,52.8,3.5,1.4666666666666666,11.733333333333333,0.1111111111111111
20,Female,Undergraduate,Ismailia,6.4,TikTok,Yes,5.3,5,In Relationship,4,9,2.7,0.32,26.5,25.6,0.7162162162162161,3.5810810810810807,0.6666666666666666
22,Female,Graduate,Suez,4.3,TikTok,Yes,8.2,6,In Relationship,3,6,0.0,0.19545454545454544,49.199999999999996,12.899999999999999,1.5471698113207546,9.283018867924527,0.42857142857142855
24,Male,Graduate,Alexandria,4.7,TikTok,No,7.1,7,In Relationship,2,5,0.9000000000000004,0.19583333333333333,49.699999999999996,9.4,1.2456140350877192,8.719298245614034,0.25
21,Female,Graduate,Qalyubia,6.2,Instagram,Yes,7.3,5,Single,3,8,0.7000000000000002,0.29523809523809524,36.5,18.6,1.0138888888888888,5.069444444444445,0.5
21,Male,Graduate,Suez,4.4,Instagram,Yes,7.7,6,Single,3,7,0.2999999999999998,0.20952380952380953,46.2,13.200000000000001,1.4259259259259258,8.555555555555555,0.42857142857142855
19,Male,Undergraduate,Monufia,5.2,WhatsApp,Yes,7.0,6,In Relationship,4,7,1.0,0.2736842105263158,42.0,20.8,1.129032258064516,6.774193548387097,0.5714285714285714
22,Female,Undergraduate,Qena,4.9,Instagram,Yes,7.2,6,Single,4,7,0.7999999999999998,0.22272727272727275,43.2,19.6,1.2203389830508473,7.322033898305085,0.5714285714285714
19,Male,Undergraduate,Aswan,5.1,Twitter,Yes,7.4,6,In Relationship,4,8,0.5999999999999996,0.26842105263157895,44.400000000000006,20.4,1.213114754098361,7.278688524590165,0.5714285714285714
19,Male,Graduate,Monufia,4.2,Instagram,Yes,5.2,6,Single,3,7,2.8,0.2210526315789474,31.200000000000003,12.600000000000001,1.0,6.0,0.42857142857142855
21,Male,Graduate,Qalyubia,4.5,Facebook,No,7.6,8,Complicated,1,5,0.40000000000000036,0.21428571428571427,60.8,4.5,1.3818181818181818,11.054545454545455,0.1111111111111111
19,Male,Graduate,Sohag,6.1,WhatsApp,Yes,6.5,6,In Relationship,4,8,1.5,0.32105263157894737,39.0,24.4,0.9154929577464789,5.492957746478874,0.5714285714285714
20,Male,Graduate,Monufia,4.4,WhatsApp,Yes,6.2,7,Single,2,6,1.7999999999999998,0.22000000000000003,43.4,8.8,1.1481481481481481,8.037037037037036,0.25
19,Female,High School,Ismailia,4.7,Facebook,Yes,7.5,6,In Relationship,3,8,0.5,0.2473684210526316,45.0,14.100000000000001,1.3157894736842104,7.894736842105263,0.42857142857142855
23,Female,Graduate,Aswan,4.8,Facebook,Yes,7.0,6,Single,3,7,1.0,0.20869565217391303,42.0,14.399999999999999,1.206896551724138,7.241379310344827,0.42857142857142855
19,Female,Graduate,Luxor,3.9,Instagram,Yes,6.5,6,Single,3,8,1.5,0.20526315789473684,39.0,11.7,1.3265306122448979,7.959183673469387,0.42857142857142855
24,Female,Graduate,Aswan,4.7,Snapchat,No,6.4,7,Single,2,5,1.5999999999999996,0.19583333333333333,44.800000000000004,9.4,1.1228070175438596,7.859649122807018,0.25
22,Male,Graduate,Red Sea,5.7,Facebook,Yes,6.2,7,In Relationship,2,6,1.7999999999999998,0.2590909090909091,43.4,11.4,0.9253731343283582,6.477611940298507,0.25
20,Female,Undergraduate,Giza,4.1,Instagram,No,6.4,7,In Relationship,2,5,1.5999999999999996,0.205,44.800000000000004,8.2,1.254901960784314,8.784313725490197,0.25
19,Male,Undergraduate,Gharbia,3.2,TikTok,Yes,8.6,6,Single,4,7,0.0,0.16842105263157894,51.599999999999994,12.8,2.0476190476190474,12.285714285714285,0.5714285714285714
19,Male,Undergraduate,Dakahlia,4.5,Snapchat,No,6.6,7,Single,2,5,1.4000000000000004,0.23684210526315788,46.199999999999996,9.0,1.2,8.399999999999999,0.25
23,Female,Graduate,Aswan,5.5,Instagram,Yes,7.4,6,Single,4,6,0.5999999999999996,0.2391304347826087,44.400000000000006,22.0,1.1384615384615384,6.830769230769231,0.5714285714285714
22,Female,Undergraduate,Alexandria,5.3,WeChat,Yes,6.5,5,Single,3,7,1.5,0.2409090909090909,32.5,15.899999999999999,1.0317460317460319,5.158730158730159,0.5
21,Male,Undergraduate,Cairo,3.6,Instagram,No,8.8,7,In Relationship,2,4,0.0,0.17142857142857143,61.60000000000001,7.2,1.9130434782608698,13.39130434782609,0.25
20,Female,Graduate,Suez,4.4,LINE,Yes,8.0,7,In Relationship,3,7,0.0,0.22000000000000003,56.0,13.200000000000001,1.4814814814814814,10.37037037037037,0.375
22,Female,Undergraduate,Alexandria,4.8,LinkedIn,Yes,7.0,6,In Relationship,3,7,1.0,0.21818181818181817,42.0,14.399999999999999,1.206896551724138,7.241379310344827,0.42857142857142855
20,Female,Graduate,Ismailia,4.0,Facebook,No,7.7,7,Single,3,5,0.2999999999999998,0.2,53.9,12.0,1.54,10.78,0.375
22,Female,High School,Monufia,4.1,TikTok,Yes,7.9,6,Single,3,7,0.09999999999999964,0.18636363636363634,47.400000000000006,12.299999999999999,1.5490196078431375,9.294117647058826,0.42857142857142855
21,Female,Graduate,Qalyubia,6.4,Instagram,Yes,5.8,6,Single,3,7,2.2,0.3047619047619048,34.8,19.200000000000003,0.7837837837837838,4.702702702702702,0.42857142857142855
22,Male,Graduate,Dakahlia,5.9,Instagram,Yes,6.1,6,Single,3,7,1.9000000000000004,0.2681818181818182,36.599999999999994,17.700000000000003,0.8840579710144927,5.304347826086955,0.42857142857142855
22,Female,Undergraduate,Port Said,7.0,Instagram,Yes,5.2,5,Single,4,8,2.8,0.3181818181818182,26.0,28.0,0.65,3.25,0.6666666666666666
19,Female,Graduate,Dakahlia,6.8,Instagram,Yes,5.3,4,Single,5,9,2.7,0.35789473684210527,21.2,34.0,0.6794871794871795,2.717948717948718,1.0
21,Male,Undergraduate,Minya,5.5,TikTok,Yes,6.4,5,In Relationship,4,8,1.5999999999999996,0.2619047619047619,32.0,22.0,0.9846153846153847,4.923076923076923,0.6666666666666666
20,Male,Graduate,Alexandria,4.2,TikTok,Yes,7.2,6,In Relationship,3,7,0.7999999999999998,0.21000000000000002,43.2,12.600000000000001,1.3846153846153846,8.307692307692308,0.42857142857142855
24,Female,Undergraduate,Luxor,3.1,Facebook,No,8.9,8,Single,1,3,0.0,0.12916666666666668,71.2,3.1,2.1707317073170733,17.365853658536587,0.1111111111111111
19,Female,Undergraduate,Aswan,4.5,Facebook,Yes,7.4,6,Complicated,3,7,0.5999999999999996,0.23684210526315788,44.400000000000006,13.5,1.3454545454545455,8.072727272727274,0.42857142857142855
22,Male,Graduate,Qena,4.2,Instagram,No,7.3,7,Single,3,5,0.7000000000000002,0.19090909090909092,51.1,12.600000000000001,1.4038461538461537,9.826923076923077,0.375
23,Male,Graduate,Giza,5.0,KakaoTalk,No,6.2,6,Single,2,6,1.7999999999999998,0.21739130434782608,37.2,10.0,1.0333333333333334,6.2,0.2857142857142857
19,Female,Graduate,Sharqia,5.0,Instagram,Yes,5.7,6,Single,2,7,2.3,0.2631578947368421,34.2,10.0,0.9500000000000001,5.7,0.2857142857142857
19,Female,Undergraduate,Minya,4.2,Twitter,No,7.5,7,Single,4,5,0.5,0.2210526315789474,52.5,16.8,1.4423076923076923,10.096153846153845,0.5
22,Female,Undergraduate,Aswan,5.9,TikTok,Yes,7.0,5,Single,4,8,1.0,0.2681818181818182,35.0,23.6,1.0144927536231882,5.0724637681159415,0.6666666666666666
20,Female,Graduate,Cairo,5.7,TikTok,Yes,6.0,6,In Relationship,3,7,2.0,0.28500000000000003,36.0,17.1,0.8955223880597015,5.3731343283582085,0.42857142857142855
21,Female,Undergraduate,Cairo,3.8,Instagram,Yes,8.4,5,Single,3,6,0.0,0.18095238095238095,42.0,11.399999999999999,1.7500000000000002,8.75,0.5
19,Female,Graduate,Assiut,5.6,YouTube,Yes,5.5,5,Single,4,9,2.5,0.29473684210526313,27.5,22.4,0.8333333333333334,4.166666666666667,0.6666666666666666
22,Female,Undergraduate,Assiut,5.8,Instagram,Yes,5.7,5,Single,4,8,2.3,0.2636363636363636,28.5,23.2,0.8382352941176471,4.1911764705882355,0.6666666666666666
20,Male,Graduate,Minya,3.2,WeChat,No,7.0,8,In Relationship,2,4,1.0,0.16,56.0,6.4,1.6666666666666665,13.333333333333332,0.2222222222222222
19,Male,Graduate,Alexandria,4.3,Snapchat,No,6.6,8,In Relationship,2,5,1.4000000000000004,0.2263157894736842,52.8,8.6,1.2452830188679245,9.962264150943396,0.2222222222222222
19,Male,High School,Suez,4.8,WhatsApp,Yes,6.7,7,In Relationship,3,7,1.2999999999999998,0.25263157894736843,46.9,14.399999999999999,1.1551724137931034,8.086206896551724,0.375
19,Female,Graduate,Red Sea,6.9,Instagram,Yes,5.4,5,Single,3,8,2.5999999999999996,0.3631578947368421,27.0,20.700000000000003,0.6835443037974683,3.4177215189873418,0.5
24,Male,Undergraduate,Alexandria,2.5,Facebook,No,7.8,8,Single,2,4,0.20000000000000018,0.10416666666666667,62.4,5.0,2.2285714285714286,17.82857142857143,0.2222222222222222
20,Male,Graduate,Beheira,4.0,TikTok,No,7.2,7,Single,3,5,0.7999999999999998,0.2,50.4,12.0,1.44,10.08,0.375
20,Male,Undergraduate,Beheira,5.5,Twitter,Yes,5.3,6,Single,3,7,2.7,0.275,31.799999999999997,16.5,0.8153846153846154,4.892307692307692,0.42857142857142855
22,Male,Graduate,Gharbia,4.6,TikTok,Yes,6.9,7,Single,3,7,1.0999999999999996,0.20909090909090908,48.300000000000004,13.799999999999999,1.2321428571428572,8.625000000000002,0.375
21,Female,Undergraduate,Ismailia,4.6,Instagram,Yes,6.7,5,Single,4,7,1.2999999999999998,0.21904761904761902,33.5,18.4,1.1964285714285716,5.982142857142858,0.6666666666666666
19,Female,Undergraduate,Aswan,6.5,TikTok,Yes,5.9,4,Single,4,9,2.0999999999999996,0.34210526315789475,23.6,26.0,0.7866666666666667,3.146666666666667,0.8
24,Male,Undergraduate,Beheira,3.4,YouTube,No,7.1,8,Single,2,4,0.9000000000000004,0.14166666666666666,56.8,6.8,1.6136363636363635,12.909090909090908,0.2222222222222222
22,Male,Undergraduate,Monufia,5.4,Instagram,Yes,6.8,5,Single,4,7,1.2000000000000002,0.24545454545454548,34.0,21.6,1.0625,5.3125,0.6666666666666666
24,Male,Undergraduate,Qena,7.2,Instagram,Yes,5.4,5,In Relationship,4,8,2.5999999999999996,0.3,27.0,28.8,0.6585365853658538,3.2926829268292686,0.6666666666666666
22,Male,Undergraduate,Gharbia,5.8,Instagram,Yes,7.0,6,In Relationship,4,7,1.0,0.2636363636363636,42.0,23.2,1.0294117647058825,6.176470588235294,0.5714285714285714
19,Female,Graduate,Qalyubia,6.4,Instagram,Yes,5.5,5,Single,3,8,2.5,0.3368421052631579,27.5,19.200000000000003,0.7432432432432432,3.7162162162162162,0.5
21,Female,Undergraduate,Giza,5.8,TikTok,Yes,5.5,5,Complicated,3,8,2.5,0.2761904761904762,27.5,17.4,0.8088235294117647,4.044117647058823,0.5
24,Female,Undergraduate,Beheira,3.2,Instagram,No,7.8,7,In Relationship,2,4,0.20000000000000018,0.13333333333333333,54.6,6.4,1.857142857142857,13.0,0.25
20,Female,Undergraduate,Dakahlia,4.4,Facebook,Yes,6.8,6,Complicated,2,7,1.2000000000000002,0.22000000000000003,40.8,8.8,1.259259259259259,7.5555555555555545,0.2857142857142857
19,Male,Graduate,Beheira,5.4,TikTok,Yes,5.1,5,In Relationship,4,7,2.9000000000000004,0.28421052631578947,25.5,21.6,0.7968749999999999,3.984375,0.6666666666666666
21,Male,Graduate,Cairo,4.3,Snapchat,No,8.3,7,Single,3,5,0.0,0.20476190476190476,58.10000000000001,12.899999999999999,1.5660377358490567,10.962264150943398,0.375
21,Male,Graduate,Suez,1.5,WeChat,No,9.4,8,Single,0,2,0.0,0.07142857142857142,75.2,0.0,3.7600000000000002,30.080000000000002,0.0
20,Female,Graduate,Aswan,6.5,TikTok,Yes,5.3,5,Complicated,4,8,2.7,0.325,26.5,26.0,0.7066666666666667,3.533333333333333,0.6666666666666666
21,Male,Undergraduate,Qalyubia,5.5,TikTok,Yes,6.6,5,Single,4,7,1.4000000000000004,0.2619047619047619,33.0,22.0,1.0153846153846153,5.076923076923077,0.6666666666666666
23,Female,Graduate,Minya,4.6,TikTok,Yes,8.3,7,Single,3,6,0.0,0.19999999999999998,58.10000000000001,13.799999999999999,1.4821428571428574,10.375000000000002,0.375
22,Male,Undergraduate,Beheira,4.8,VKontakte,Yes,6.8,6,In Relationship,4,7,1.2000000000000002,0.21818181818181817,40.8,19.2,1.1724137931034482,7.0344827586206895,0.5714285714285714
23,Male,Graduate,Suez,4.8,Instagram,Yes,6.7,5,In Relationship,3,6,1.2999999999999998,0.20869565217391303,33.5,14.399999999999999,1.1551724137931034,5.775862068965518,0.5
21,Female,Graduate,Sharqia,3.7,Instagram,No,7.9,8,Single,2,5,0.09999999999999964,0.1761904761904762,63.2,7.4,1.6808510638297873,13.446808510638299,0.2222222222222222
19,Female,Undergraduate,Red Sea,4.4,TikTok,Yes,6.7,7,Single,2,7,1.2999999999999998,0.23157894736842108,46.9,8.8,1.2407407407407407,8.685185185185185,0.25
20,Male,Graduate,Cairo,2.4,Instagram,No,8.9,8,In Relationship,1,3,0.0,0.12,71.2,2.4,2.6176470588235294,20.941176470588236,0.1111111111111111
19,Male,Undergraduate,Qalyubia,4.6,Facebook,No,8.0,6,Single,2,5,0.0,0.2421052631578947,48.0,9.2,1.4285714285714286,8.571428571428571,0.2857142857142857
22,Female,Graduate,Port Said,6.3,Facebook,Yes,5.9,6,Complicated,4,8,2.0999999999999996,0.2863636363636364,35.400000000000006,25.2,0.8082191780821919,4.849315068493151,0.5714285714285714
19,Male,Undergraduate,Suez,2.9,Facebook,No,8.0,7,Single,3,5,0.0,0.15263157894736842,56.0,8.7,2.0512820512820515,14.35897435897436,0.375
22,Male,Undergraduate,Sharqia,4.6,Instagram,Yes,7.4,6,Single,3,7,0.5999999999999996,0.20909090909090908,44.400000000000006,13.799999999999999,1.3214285714285716,7.92857142857143,0.42857142857142855
19,Male,Graduate,Fayoum,5.9,Instagram,Yes,7.4,5,Single,3,7,0.5999999999999996,0.3105263157894737,37.0,17.700000000000003,1.0724637681159421,5.36231884057971,0.5
22,Female,Undergraduate,Ismailia,4.7,Instagram,No,7.3,6,Single,3,5,0.7000000000000002,0.21363636363636365,43.8,14.100000000000001,1.280701754385965,7.6842105263157885,0.42857142857142855
22,Male,Undergraduate,Qalyubia,4.5,WeChat,Yes,6.9,7,In Relationship,2,7,1.0999999999999996,0.20454545454545456,48.300000000000004,9.0,1.2545454545454546,8.781818181818183,0.25
19,Male,High School,Qena,4.7,Instagram,Yes,7.6,6,In Relationship,3,7,0.40000000000000036,0.2473684210526316,45.599999999999994,14.100000000000001,1.3333333333333333,7.999999999999999,0.42857142857142855
20,Female,Undergraduate,Qalyubia,7.1,LinkedIn,Yes,4.5,5,Single,4,8,3.5,0.355,22.5,28.4,0.5555555555555556,2.7777777777777777,0.6666666666666666
20,Female,Undergraduate,Alexandria,4.2,Instagram,No,7.5,7,In Relationship,3,5,0.5,0.21000000000000002,52.5,12.600000000000001,1.4423076923076923,10.096153846153845,0.375
20,Male,High School,Minya,4.8,Facebook,No,7.0,7,Single,2,5,1.0,0.24,49.0,9.6,1.206896551724138,8.448275862068966,0.25
21,Male,Undergraduate,Qalyubia,5.3,TikTok,Yes,5.7,7,Single,3,7,2.3,0.2523809523809524,39.9,15.899999999999999,0.9047619047619048,6.333333333333333,0.375
21,Male,Graduate,Dakahlia,5.9,Instagram,Yes,5.6,5,In Relationship,4,7,2.4000000000000004,0.28095238095238095,28.0,23.6,0.8115942028985507,4.057971014492753,0.6666666666666666
19,Female,Undergraduate,Fayoum,6.9,TikTok,Yes,5.6,5,In Relationship,4,8,2.4000000000000004,0.3631578947368421,28.0,27.6,0.7088607594936708,3.5443037974683542,0.6666666666666666
21,Male,Graduate,Assiut,8.5,Twitter,Yes,4.2,4,Single,5,9,3.8,0.40476190476190477,16.8,42.5,0.4421052631578948,1.7684210526315791,1.0
20,Male,Undergraduate,Monufia,5.5,Instagram,Yes,6.5,5,In Relationship,4,7,1.5,0.275,32.5,22.0,1.0,5.0,0.6666666666666666
19,Female,Undergraduate,Fayoum,4.9,WhatsApp,No,6.7,6,Single,2,5,1.2999999999999998,0.2578947368421053,40.2,9.8,1.135593220338983,6.813559322033899,0.2857142857142857
19,Male,Graduate,Gharbia,5.2,Instagram,Yes,5.8,6,In Relationship,2,7,2.2,0.2736842105263158,34.8,10.4,0.9354838709677419,5.612903225806451,0.2857142857142857
22,Male,Graduate,Giza,3.4,Twitter,No,8.1,8,In Relationship,1,4,0.0,0.15454545454545454,64.8,3.4,1.8409090909090906,14.727272727272725,0.1111111111111111
21,Male,Graduate,Ismailia,4.3,TikTok,Yes,6.4,6,In Relationship,2,7,1.5999999999999996,0.20476190476190476,38.400000000000006,8.6,1.207547169811321,7.245283018867926,0.2857142857142857
24,Female,Undergraduate,Red Sea,6.5,Instagram,Yes,6.1,5,In Relationship,4,8,1.9000000000000004,0.2708333333333333,30.5,26.0,0.8133333333333332,4.066666666666666,0.6666666666666666
22,Male,Graduate,Fayoum,3.9,TikTok,No,8.9,8,In Relationship,1,4,0.0,0.17727272727272728,71.2,3.9,1.816326530612245,14.53061224489796,0.1111111111111111
20,Male,Graduate,Alexandria,5.1,Twitter,Yes,7.3,7,Single,3,7,0.7000000000000002,0.255,51.1,15.299999999999999,1.1967213114754098,8.37704918032787,0.375
22,Female,Graduate,Suez,4.9,WhatsApp,Yes,5.6,7,In Relationship,3,7,2.4000000000000004,0.22272727272727275,39.199999999999996,14.700000000000001,0.9491525423728813,6.644067796610169,0.375
22,Female,Graduate,Qalyubia,6.9,WhatsApp,Yes,6.7,5,In Relationship,4,8,1.2999999999999998,0.31363636363636366,33.5,27.6,0.8481012658227848,4.240506329113924,0.6666666666666666
19,Female,Undergraduate,Gharbia,5.0,Instagram,Yes,6.0,6,Single,4,7,2.0,0.2631578947368421,36.0,20.0,1.0,6.0,0.5714285714285714
22,Female,Graduate,Sohag,5.8,Instagram,Yes,5.8,5,Single,3,8,2.2,0.2636363636363636,29.0,17.4,0.8529411764705882,4.264705882352941,0.5
19,Female,Undergraduate,Sohag,4.7,WhatsApp,No,7.4,7,Complicated,3,5,0.5999999999999996,0.2473684210526316,51.800000000000004,14.100000000000001,1.2982456140350878,9.087719298245615,0.375
21,Female,Graduate,Minya,5.4,Facebook,No,6.9,7,In Relationship,3,5,1.0999999999999996,0.2571428571428572,48.300000000000004,16.200000000000003,1.078125,7.546875,0.375
21,Male,Undergraduate,Red Sea,5.2,WhatsApp,Yes,7.4,7,Single,4,7,0.5999999999999996,0.24761904761904763,51.800000000000004,20.8,1.1935483870967742,8.35483870967742,0.5
22,Male,High School,Beheira,4.2,Instagram,Yes,6.8,7,Single,2,6,1.2000000000000002,0.19090909090909092,47.6,8.4,1.3076923076923077,9.153846153846153,0.25
20,Female,Undergraduate,Luxor,5.6,Facebook,Yes,6.8,6,Single,4,8,1.2000000000000002,0.27999999999999997,40.8,22.4,1.0303030303030303,6.181818181818182,0.5714285714285714
21,Female,Graduate,Luxor,3.9,Facebook,Yes,7.5,5,Single,4,8,0.5,0.18571428571428572,37.5,15.6,1.530612244897959,7.653061224489796,0.6666666666666666
20,Female,Undergraduate,Fayoum,6.2,Facebook,Yes,4.9,5,In Relationship,4,8,3.0999999999999996,0.31,24.5,24.8,0.6805555555555556,3.4027777777777777,0.6666666666666666
21,Female,High School,Dakahlia,3.8,Instagram,Yes,7.0,7,In Relationship,3,6,1.0,0.18095238095238095,49.0,11.399999999999999,1.4583333333333335,10.208333333333334,0.375
19,Male,Undergraduate,Gharbia,6.3,Facebook,Yes,6.2,7,In Relationship,3,6,1.7999999999999998,0.33157894736842103,43.4,18.9,0.8493150684931507,5.945205479452055,0.375
